Order Date,Segment,Market,Sales,Quantity,Profit
15-10-2014,Home Office,US,37.66,7,18.4534
29-01-2014,Home Office,US,37.74,3,12.8316
05-07-2011,Corporate,US,19.52,2,5.368
21-10-2013,Consumer,US,56.686,1,-14.5764
25-10-2012,Corporate,US,158.99,1,41.3374
13-11-2014,Consumer,Africa,96.3,6,31.68
11-06-2014,Corporate,Africa,47.61,1,9.03
03-05-2013,Home Office,Africa,50.79,1,6.6
03-02-2014,Consumer,EMEA,34.968,2,-45.492
09-08-2012,Corporate,LATAM,49.8,2,15.92
17-02-2012,Corporate,LATAM,98,5,20.5
13-05-2014,Home Office,LATAM,84.3,5,18.5
14-06-2013,Corporate,LATAM,66.96,2,22.76
12-12-2014,Corporate,EU,60.6,2,27.84
18-12-2014,Consumer,EU,61.128,4,25.128
25-09-2012,Consumer,EU,26.28,3,12.06
11-03-2014,Consumer,EU,98.388,2,-5.472
31-01-2014,Corporate,EU,48.15,3,15.84
22-07-2014,Consumer,APAC,33.966,6,8.766
31-05-2012,Home Office,APAC,14.94,2,-0.9
29-06-2012,Consumer,APAC,33.264,1,-13.866
24-08-2013,Consumer,APAC,27.4752,4,-7.8048
02-05-2014,Consumer,APAC,58.4166,1,-41.9034
28-01-2013,Corporate,APAC,84.1005,3,-50.5395
26-12-2014,Corporate,APAC,81.54,5,24.39
06-06-2013,Home Office,APAC,71.34,2,-25.74
01-03-2013,Consumer,APAC,97.92,2,3.9
24-11-2012,Consumer,US,146.73,3,68.9631
01-05-2012,Corporate,US,63.552,3,14.2992
21-02-2014,Home Office,US,51.168,2,-6.396
16-04-2012,Corporate,US,127.764,2,2.8392
12-10-2012,Consumer,US,81.96,2,0
18-12-2013,Corporate,US,51.84,10,18.144
20-06-2013,Consumer,EMEA,44.73,14,-67.41
23-12-2013,Home Office,EMEA,29.55,1,3.54
18-09-2013,Home Office,Africa,73.95,1,7.38
16-08-2014,Consumer,EMEA,19.86,1,8.91
11-06-2013,Consumer,Africa,112.2,1,52.71
22-10-2011,Corporate,EMEA,37.92,2,0.72
23-07-2013,Consumer,Africa,46.38,1,4.62
10-04-2013,Consumer,Africa,189.36,4,60.48
09-09-2011,Consumer,LATAM,37.98,3,14.4
26-11-2014,Home Office,LATAM,56.28,7,24.64
25-12-2013,Consumer,LATAM,75.744,4,8.784
26-09-2011,Corporate,LATAM,37.872,3,-4.428
09-12-2014,Corporate,LATAM,31.2,3,-22.62
16-04-2014,Consumer,LATAM,21,1,3.36
06-06-2012,Consumer,EU,77.4,4,8.4
15-10-2013,Corporate,EU,409.968,1,13.638
25-08-2011,Consumer,EU,19.35,3,-4.32
02-12-2014,Corporate,EU,69.9,5,-64.35
07-05-2013,Consumer,APAC,25.704,3,5.724
03-08-2012,Corporate,APAC,47.1753,3,-16.9947
15-01-2014,Corporate,APAC,53.823,2,-28.437
31-01-2014,Corporate,US,34.58,7,14.5236
19-05-2013,Consumer,US,104.28,3,26.07
16-01-2014,Consumer,US,34.384,1,3.8682
27-11-2013,Home Office,US,13.36,2,6.4128
25-07-2013,Consumer,US,73.2,5,21.228
21-11-2012,Consumer,US,18.176,1,4.7712
07-11-2013,Consumer,EMEA,33.3,2,15.96
22-01-2013,Corporate,Canada,66,4,27
29-06-2011,Consumer,EMEA,52.62,1,9.99
10-08-2012,Home Office,Africa,44.802,1,-77.658
18-11-2013,Consumer,Africa,77.04,2,13.08
25-10-2013,Consumer,Africa,26.22,2,8.88
30-06-2011,Home Office,LATAM,54.18,3,-32.52
10-12-2013,Consumer,LATAM,62.92,2,7.52
08-04-2013,Consumer,LATAM,97.152,1,-82.588
06-12-2013,Consumer,LATAM,32,1,1.6
14-09-2011,Consumer,EU,81.99,3,-73.8
12-01-2012,Corporate,EU,94.38,2,33.96
17-12-2011,Consumer,EU,55.14,2,-34.2
27-03-2012,Home Office,EU,52.56,4,13.08
30-10-2014,Consumer,EU,44.22,2,7.92
25-07-2012,Consumer,EU,48.15,3,4.77
08-05-2013,Consumer,EU,53.298,3,0.558
09-12-2014,Corporate,EU,34.251,1,-10.299
15-01-2013,Consumer,APAC,85.5,2,16.2
30-04-2012,Corporate,APAC,58.56,2,21.06
05-07-2011,Corporate,APAC,63.0912,4,-0.0288
29-12-2014,Corporate,APAC,103.86,2,16.56
02-09-2014,Consumer,US,114.9,5,39.066
13-12-2013,Consumer,US,49.12,4,23.0864
30-12-2012,Consumer,US,74.94,3,14.2386
12-12-2012,Consumer,US,25.76,7,0.5152
12-11-2014,Consumer,US,25.5,3,6.63
18-02-2014,Consumer,Africa,100.74,2,31.2
14-06-2014,Consumer,EMEA,11.832,1,-12.738
05-09-2013,Corporate,EMEA,97.92,1,0.96
31-12-2013,Consumer,LATAM,40.14,3,11.22
15-10-2013,Consumer,LATAM,35.52,6,0.24
05-12-2011,Corporate,LATAM,30.72,2,5.8
24-03-2014,Consumer,LATAM,64.44,2,1.04
21-05-2011,Home Office,LATAM,66.636,3,-20.004
05-12-2014,Consumer,LATAM,138.24,1,33.16
14-11-2014,Consumer,LATAM,65.016,2,-32.544
04-11-2013,Corporate,EU,30.6,5,1.2
19-09-2012,Consumer,EU,51.3,3,12.24
11-07-2012,Corporate,EU,15.24,2,6.84
19-11-2013,Corporate,EU,47.04,2,0.9
07-12-2012,Home Office,APAC,60.6411,3,-7.4889
15-06-2013,Corporate,APAC,201.36,4,42.24
14-12-2013,Corporate,US,63.88,4,24.9132
10-10-2014,Corporate,US,66.645,3,-42.6528
02-10-2012,Corporate,US,94.85,5,45.528
26-07-2012,Corporate,US,99.2,5,25.792
07-06-2013,Home Office,US,99.9,5,46.953
10-07-2013,Corporate,Africa,35.46,1,-34.29
01-08-2014,Consumer,EMEA,74.76,14,30.24
16-10-2014,Consumer,LATAM,141.888,4,19.488
13-11-2013,Corporate,LATAM,57.504,2,-10.096
25-04-2014,Consumer,LATAM,107.4,10,28.8
09-11-2012,Consumer,LATAM,108.768,4,-58.032
11-07-2014,Consumer,EU,108.45,5,6.45
15-09-2014,Consumer,EU,64.44,2,20.58
12-07-2011,Consumer,EU,81,2,9.72
21-08-2014,Consumer,EU,24.96,2,1.98
10-12-2014,Consumer,APAC,45.18,6,5.76
15-11-2012,Home Office,APAC,141.831,3,3.141
24-05-2011,Consumer,APAC,22.26,2,7.98
28-02-2012,Consumer,US,161.568,2,-28.2744
19-06-2014,Consumer,US,38.88,6,19.0512
27-06-2013,Corporate,US,17.9,5,8.95
23-06-2014,Consumer,EMEA,31.17,1,4.35
10-03-2014,Corporate,Canada,42.66,1,5.1
02-01-2013,Corporate,EMEA,45.06,2,21.6
23-09-2014,Corporate,EMEA,54,2,4.86
09-09-2013,Home Office,Africa,61.92,1,-51.6
03-09-2014,Consumer,LATAM,29.016,2,-6.304
19-10-2013,Home Office,LATAM,77.24,5,-36.76
15-11-2013,Home Office,LATAM,63.36,9,1.44
21-04-2012,Corporate,LATAM,26.976,3,2.976
27-07-2011,Consumer,LATAM,29.4,6,6.96
30-12-2014,Corporate,LATAM,161.3,5,6.4
13-06-2011,Consumer,EU,47.88,3,17.64
30-10-2014,Consumer,EU,46.62,3,15.3
16-08-2013,Corporate,EU,110.16,2,25.68
26-01-2011,Consumer,EU,51.6,4,20.04
20-08-2013,Consumer,EU,74.7,2,8.94
04-03-2013,Corporate,EU,17.28,2,7.92
03-06-2014,Consumer,EU,88.074,2,19.554
22-01-2014,Consumer,APAC,48.705,5,16.605
02-11-2011,Consumer,APAC,66.45,5,3.9
23-12-2014,Home Office,APAC,47.574,2,10.554
23-05-2011,Consumer,US,55.188,2,-10.1178
11-09-2014,Consumer,US,18.76,2,9.0048
05-12-2014,Corporate,US,54.768,2,6.846
21-01-2011,Consumer,US,43.92,3,12.7368
11-03-2011,Corporate,US,32.96,2,14.1728
03-12-2013,Corporate,US,30.816,9,9.63
12-12-2013,Consumer,EMEA,110.52,4,16.56
19-02-2013,Corporate,EMEA,9.84,4,-9.84
02-08-2014,Corporate,Africa,40.83,1,6.51
10-07-2014,Consumer,EMEA,102.744,2,-151.596
02-09-2013,Consumer,EMEA,39.54,2,16.56
29-01-2014,Corporate,Africa,19.05,1,7.02
02-05-2014,Consumer,Africa,48.33,1,1.92
24-10-2014,Home Office,LATAM,59.136,2,3.696
24-12-2011,Consumer,LATAM,49.84,4,0
20-12-2011,Corporate,LATAM,49.824,2,12.424
15-11-2013,Corporate,LATAM,26.36,1,8.16
04-02-2014,Consumer,LATAM,41.352,2,6.192
30-10-2013,Home Office,LATAM,27.264,4,8.464
08-07-2014,Corporate,EU,39.42,6,15.66
06-08-2014,Corporate,EU,78.66,6,5.4
29-08-2012,Consumer,APAC,39.15,5,8.55
13-11-2014,Corporate,APAC,62.328,7,-17.682
21-11-2012,Consumer,APAC,74.34,3,20.79
02-05-2013,Home Office,APAC,80.352,3,-3.618
25-12-2013,Consumer,APAC,54,4,26.4
25-01-2013,Corporate,APAC,110.28,2,55.14
07-11-2014,Consumer,US,31.104,6,10.8864
15-01-2014,Home Office,US,67.4,5,17.524
26-10-2013,Home Office,EMEA,41.28,1,4.95
08-08-2012,Corporate,EMEA,19.572,1,-4.908
12-12-2013,Consumer,Africa,53.76,2,12.36
20-08-2014,Consumer,Africa,49.47,1,7.89
31-01-2013,Corporate,Africa,29.052,2,-41.688
07-10-2014,Corporate,LATAM,41.16,5,-8.24
04-09-2012,Consumer,LATAM,74.9,5,30.7
27-06-2013,Home Office,LATAM,118.2,6,59.04
12-04-2013,Consumer,LATAM,74.08,2,11.08
16-12-2014,Corporate,EU,67.86,2,27.78
29-04-2011,Consumer,EU,37.044,4,7.764
11-06-2013,Home Office,EU,63.18,6,14.4
03-12-2012,Consumer,EU,48.96,1,16.14
15-06-2012,Corporate,EU,27.96,1,1.11
15-11-2013,Consumer,EU,13.23,3,0
25-08-2011,Consumer,EU,19.98,3,-3.6
10-09-2014,Consumer,EU,45,4,8.04
28-01-2011,Corporate,APAC,90.2325,5,-51.2175
23-12-2014,Corporate,APAC,34.128,2,-1.572
23-05-2014,Corporate,APAC,79.2,4,9.48
16-04-2013,Corporate,US,33.488,7,5.8604
11-04-2011,Consumer,US,87.08,7,24.3824
03-09-2012,Consumer,Africa,27.87,1,13.92
28-05-2012,Corporate,Africa,38.04,1,17.49
09-07-2011,Corporate,Canada,51.78,1,19.14
27-05-2013,Consumer,Africa,48.66,1,15.57
25-04-2014,Consumer,Africa,87.3,2,-186.24
21-11-2011,Consumer,Africa,15.534,1,-26.946
03-09-2012,Corporate,EMEA,20.712,1,-29.538
24-12-2011,Consumer,LATAM,49.2,6,24
26-02-2011,Corporate,LATAM,55.04,2,1.64
19-04-2011,Home Office,LATAM,50.46,3,16.14
18-11-2013,Corporate,LATAM,85.92,1,32.64
10-12-2014,Consumer,LATAM,44.112,2,-8.848
21-11-2012,Home Office,LATAM,132.552,7,15.372
11-03-2011,Corporate,LATAM,80.52,6,16.08
15-04-2012,Corporate,LATAM,73.488,1,-3.692
25-04-2014,Corporate,EU,36.828,3,-53.442
22-08-2014,Consumer,EU,104.76,6,3.06
01-12-2014,Corporate,EU,86.52,7,8.61
21-01-2014,Consumer,EU,25.08,2,12
11-06-2013,Home Office,APAC,36.3474,2,-30.9126
15-08-2013,Home Office,APAC,57.618,2,14.058
22-05-2012,Consumer,APAC,92.988,7,3.948
25-01-2013,Corporate,APAC,64.11,1,24.36
14-11-2012,Consumer,APAC,75.78,3,30.24
22-04-2011,Corporate,APAC,85.23,3,16.11
07-05-2014,Consumer,APAC,42.408,4,-26.232
14-09-2011,Consumer,APAC,54,4,5.4
14-11-2013,Consumer,US,52.136,7,5.8653
09-02-2012,Consumer,US,203.92,5,22.941
09-09-2013,Corporate,US,59.96,5,21.7355
01-10-2012,Consumer,US,108.768,4,2.7192
13-03-2013,Consumer,EMEA,55.35,1,8.85
25-09-2014,Consumer,Africa,57.42,1,28.71
16-08-2013,Corporate,Africa,41.04,4,10.2
13-11-2013,Corporate,Africa,48.66,1,15.57
24-05-2012,Corporate,EMEA,65.88,4,-114.24
08-11-2014,Consumer,EMEA,43.98,1,9.66
09-04-2012,Home Office,EMEA,37.92,2,-45.54
19-06-2012,Consumer,Africa,51.6,4,20.04
03-06-2013,Consumer,Africa,64.38,2,24.42
19-04-2013,Home Office,Africa,73.2,1,30.72
25-12-2014,Consumer,EMEA,114.72,4,13.68
24-10-2011,Consumer,LATAM,65.22,3,14.34
04-04-2014,Consumer,LATAM,39.888,6,-2.112
30-09-2011,Consumer,LATAM,80.36,7,3.08
03-12-2014,Home Office,EU,115.89,1,21.99
30-11-2011,Consumer,EU,82.08,8,20.4
28-07-2013,Consumer,APAC,32.208,2,-4.032
03-02-2014,Consumer,US,86.26,2,29.3284
07-02-2014,Corporate,US,227.46,6,65.9634
15-06-2011,Consumer,Africa,58.374,1,-64.236
22-09-2012,Corporate,EMEA,54,6,0
17-06-2013,Corporate,EMEA,41.304,2,-44.436
18-09-2012,Corporate,EMEA,47.4,2,-68.76
18-01-2013,Corporate,EMEA,58.56,2,-80.52
21-09-2011,Consumer,Africa,56.82,1,8.52
15-10-2013,Consumer,LATAM,56.46,3,4.5
01-03-2013,Consumer,LATAM,953.84848,4,45.84848
11-12-2011,Consumer,LATAM,29.8,5,6.5
17-06-2011,Consumer,LATAM,87.16,2,31.36
20-05-2011,Corporate,LATAM,26.88,3,12.06
17-12-2013,Consumer,LATAM,85.46,1,41.02
10-02-2014,Corporate,EU,139.56,4,55.8
26-09-2012,Consumer,EU,14.28,2,5.52
08-11-2013,Corporate,EU,20.07,3,5.13
25-09-2014,Corporate,EU,66.84,4,12.6
18-07-2014,Corporate,EU,80.58,2,9.66
02-04-2014,Consumer,APAC,27.6024,4,-20.8776
15-02-2012,Home Office,APAC,28.7595,3,4.8195
10-09-2012,Corporate,US,61.96,2,16.1096
02-11-2011,Consumer,US,88.776,3,7.7679
13-10-2014,Consumer,US,45,3,4.95
28-11-2013,Consumer,Africa,47.49,1,3.78
25-06-2014,Consumer,EMEA,17.04,1,4.26
27-09-2011,Corporate,EMEA,44.046,1,-60.204
16-08-2012,Home Office,Africa,65.592,4,-142.128
10-12-2014,Corporate,EMEA,54.96,1,19.23
10-06-2013,Consumer,EMEA,57.6,4,2.88
19-10-2014,Consumer,EMEA,41.7,1,4.98
23-09-2014,Home Office,LATAM,54.936,1,-25.644
25-06-2014,Home Office,LATAM,97.32,3,18.48
07-08-2013,Consumer,LATAM,13.44,3,5.88
18-11-2014,Home Office,LATAM,23.94,3,10.26
17-06-2014,Home Office,LATAM,58.14,3,2.88
06-10-2014,Consumer,LATAM,41.42,1,10.76
16-05-2011,Corporate,LATAM,52.092,3,2.592
01-01-2011,Home Office,EU,44.865,3,-26.055
26-01-2011,Consumer,EU,31.5,3,10.08
11-09-2014,Home Office,EU,20.52,2,5.28
24-09-2012,Consumer,APAC,59.52,4,17.76
22-01-2013,Consumer,APAC,43.86,1,5.25
13-04-2011,Home Office,APAC,90.153,9,2.943
16-03-2011,Consumer,APAC,47.142,3,-3.708
20-10-2011,Consumer,APAC,50.2281,3,-2.8719
25-06-2013,Consumer,APAC,122.256,4,16.296
07-10-2011,Consumer,APAC,72.45,5,31.05
03-02-2014,Corporate,APAC,28.98,2,2.88
10-12-2014,Corporate,US,27.24,3,2.724
27-05-2011,Consumer,US,99.99,1,37.9962
17-12-2012,Consumer,US,29.52,4,14.4648
25-12-2013,Consumer,LATAM,40.98,3,12.66
16-02-2012,Consumer,LATAM,55.3,5,7.1
03-11-2014,Home Office,LATAM,59.78,7,12.46
10-09-2014,Consumer,EU,29.76,1,12.78
13-04-2012,Consumer,EU,30.51,1,13.11
31-03-2014,Consumer,EU,30.69,2,-29.49
19-09-2014,Consumer,EU,49.5,6,9.36
01-09-2014,Consumer,EU,39.69,7,-31.92
20-08-2014,Home Office,EU,61.8,5,6.15
07-11-2014,Corporate,EU,74.34,3,8.91
05-04-2011,Consumer,APAC,61.155,5,5.355
23-12-2014,Home Office,APAC,80.244,2,24.024
26-09-2013,Corporate,APAC,56.88,5,-32.37
11-10-2011,Consumer,US,31.92,4,8.2992
25-09-2012,Consumer,US,45.68,2,21.0128
09-12-2013,Consumer,Africa,22.392,1,-46.278
19-05-2012,Corporate,Africa,59.535,1,-49.635
07-08-2012,Consumer,Africa,27.09,1,13.53
19-06-2012,Consumer,Africa,18.39,1,0.9
13-12-2014,Consumer,LATAM,49.176,6,-0.864
15-09-2012,Home Office,LATAM,25.84,4,9.76
15-02-2013,Consumer,LATAM,60.704,2,22.744
15-06-2011,Consumer,LATAM,93.1,5,17.6
16-09-2013,Corporate,LATAM,36.78,5,-12.32
16-08-2012,Corporate,EU,63.9,5,27.45
17-03-2014,Corporate,EU,37.35,1,4.47
06-07-2012,Corporate,EU,34.65,3,8.28
30-11-2013,Consumer,EU,49.98,2,15.48
19-06-2013,Consumer,EU,78.156,2,-46.944
01-09-2014,Consumer,EU,79.128,2,-2.292
25-08-2011,Corporate,EU,34.11,3,7.83
06-10-2012,Consumer,APAC,52.35,5,7.8
24-10-2012,Home Office,APAC,54.27,3,17.28
12-05-2011,Corporate,APAC,89.2308,4,-45.5292
25-06-2013,Consumer,APAC,49.734,2,18.774
24-10-2014,Consumer,US,55.2,1,-2.07
09-12-2013,Consumer,US,34.05,3,9.534
15-01-2014,Home Office,US,67.8,4,1.356
07-04-2014,Home Office,EMEA,48.42,1,14.52
21-03-2012,Home Office,EMEA,48.96,1,16.14
04-09-2013,Corporate,Africa,61.74,6,17.82
07-10-2014,Consumer,EMEA,59.832,4,-139.608
24-12-2014,Consumer,EMEA,51.84,1,14.49
15-12-2014,Corporate,LATAM,51.96,3,18.66
23-03-2013,Consumer,LATAM,58.52,7,5.18
13-04-2011,Consumer,LATAM,64.4,2,12.2
28-11-2014,Consumer,LATAM,48.36,2,13.04
15-03-2012,Consumer,EU,47.58,4,-38.1
23-12-2014,Consumer,EU,50.1,2,3
11-12-2013,Consumer,EU,28.395,3,-5.715
19-05-2011,Corporate,APAC,31.68,3,6.3
29-10-2013,Consumer,APAC,24.12,3,8.64
19-12-2014,Corporate,APAC,26.352,2,-0.588
01-12-2011,Consumer,US,58.2,3,28.518
04-10-2014,Consumer,US,22.58,2,5.8708
30-12-2014,Consumer,US,68.46,2,20.538
14-12-2012,Consumer,US,50,2,10.5
12-08-2014,Consumer,Africa,19.14,1,4.2
28-11-2012,Corporate,Africa,27.63,1,4.14
24-12-2013,Corporate,EMEA,59.25,1,1.17
09-08-2012,Corporate,EMEA,17.772,1,-12.018
25-03-2011,Consumer,EMEA,29.49,1,6.18
20-09-2014,Corporate,EMEA,50.04,4,-110.16
30-06-2011,Home Office,LATAM,53.408,1,18.008
24-04-2013,Consumer,LATAM,24.408,2,-10.192
02-08-2011,Consumer,LATAM,96.8,10,23.2
05-09-2013,Home Office,LATAM,92.736,4,4.576
25-09-2012,Home Office,EU,49.44,4,4.92
28-06-2012,Consumer,EU,47.52,2,21.12
20-02-2013,Home Office,EU,73.05,5,24
10-12-2012,Consumer,EU,89.73,3,18.81
08-08-2013,Consumer,EU,36.48,4,7.92
31-03-2014,Corporate,APAC,50.4,2,11.04
24-10-2012,Home Office,APAC,67.35,5,6
02-06-2011,Corporate,APAC,81.42,2,11.34
04-06-2014,Corporate,APAC,65.1582,6,-6.3018
13-11-2014,Consumer,APAC,134.892,2,-83.208
08-10-2014,Consumer,US,79.92,10,26.973
14-03-2014,Home Office,US,45.36,7,21.7728
08-05-2014,Corporate,US,26.64,1,7.4592
20-07-2013,Consumer,US,87.92,4,0.8792
15-08-2013,Consumer,US,15.552,3,5.4432
11-02-2014,Home Office,EMEA,50.79,1,6.6
26-11-2014,Consumer,Africa,55.26,2,8.28
16-10-2013,Home Office,EMEA,52.92,1,24.33
22-05-2014,Corporate,EMEA,45.75,1,21.03
09-09-2014,Consumer,LATAM,69.4,5,34.7
17-10-2014,Consumer,LATAM,51.68,2,11.6
01-05-2012,Corporate,LATAM,41.424,2,-23.496
04-07-2014,Corporate,LATAM,115.536,2,-57.784
03-10-2013,Consumer,LATAM,24.12,3,10.56
04-09-2014,Consumer,EU,51.66,2,18.06
20-02-2013,Home Office,EU,61.56,9,12.69
16-01-2014,Consumer,EU,145.2,10,5.7
28-12-2012,Corporate,EU,15.795,3,-8.595
02-09-2012,Corporate,EU,40.02,2,9.96
10-12-2011,Corporate,EU,33.939,3,7.839
01-08-2012,Consumer,EU,46.44,4,3.24
17-09-2013,Consumer,APAC,34.506,3,-3.834
19-11-2012,Consumer,APAC,95.16,2,26.64
04-07-2013,Consumer,APAC,22.0752,2,3.8952
05-06-2014,Corporate,APAC,119.07,1,9.9
08-11-2013,Consumer,US,27.68,2,9.688
22-05-2013,Consumer,US,66.26,2,27.1666
07-11-2011,Corporate,US,26.046,3,-44.2782
25-06-2012,Consumer,US,88.752,3,27.735
17-04-2012,Consumer,US,99.6,1,36.852
31-05-2013,Home Office,Africa,34.02,4,-45.42
13-03-2013,Consumer,EMEA,54.552,1,-53.208
26-03-2012,Consumer,EMEA,25.86,2,0.72
20-02-2014,Consumer,Africa,50.16,2,6
31-03-2011,Consumer,EMEA,64.44,6,25.74
16-12-2014,Consumer,Africa,52.74,2,21.6
18-06-2014,Consumer,EMEA,76.392,1,-93.588
05-02-2011,Consumer,EMEA,59.4,2,-69.84
09-07-2014,Consumer,LATAM,17.664,3,-4.416
19-11-2012,Consumer,LATAM,67.2,4,19.44
24-04-2013,Consumer,LATAM,15.984,3,-8.316
22-11-2014,Consumer,LATAM,62.64,6,0.6
21-03-2011,Consumer,EU,131.58,3,9.18
21-08-2013,Corporate,EU,37.62,2,6.36
11-08-2013,Corporate,EU,111.888,3,-59.742
12-12-2012,Consumer,EU,133.68,8,25.2
16-12-2014,Consumer,EU,74.25,3,-25.29
25-09-2013,Corporate,APAC,50.8956,4,7.3356
13-11-2012,Corporate,APAC,85.752,4,-9.528
03-10-2011,Consumer,APAC,47.736,4,6.816
03-06-2013,Corporate,APAC,72.24,2,19.5
17-06-2014,Corporate,APAC,50.625,3,3.375
24-10-2012,Consumer,APAC,43.065,3,-7.065
02-06-2011,Home Office,US,59.808,3,19.4376
27-09-2013,Consumer,US,51.45,3,13.8915
21-02-2014,Home Office,US,31.992,1,4.7988
28-11-2014,Consumer,EMEA,69.144,1,-95.076
17-02-2014,Corporate,Africa,117.045,1,-214.605
25-06-2013,Home Office,Africa,52.8,2,26.4
23-07-2012,Home Office,Africa,33.96,2,0.96
18-12-2013,Consumer,LATAM,97.92,3,30.3
05-03-2013,Corporate,LATAM,51.6,3,9.24
14-05-2013,Corporate,LATAM,60.192,3,9.012
19-06-2012,Consumer,EU,25.26,2,0.48
14-01-2014,Corporate,EU,34.38,3,8.91
30-09-2011,Consumer,EU,31.455,9,-0.675
28-02-2013,Consumer,EU,84.96,6,31.32
03-07-2014,Consumer,EU,61.32,4,3
22-01-2013,Consumer,APAC,60.06,2,21
08-12-2011,Consumer,APAC,114.0825,5,-62.4675
04-02-2014,Corporate,APAC,30.6,3,-1.8
10-07-2012,Corporate,APAC,61.695,5,1.995
04-12-2013,Corporate,APAC,37.44,4,-18
02-01-2012,Corporate,US,20.04,3,9.6192
17-11-2014,Home Office,US,52.44,4,24.1224
18-11-2014,Consumer,US,43.8,6,20.586
15-11-2012,Corporate,Africa,60.42,2,9.66
22-08-2014,Consumer,EMEA,77.172,1,-69.468
14-11-2012,Consumer,Africa,67.86,6,5.94
08-10-2014,Consumer,Canada,31.14,2,14.28
02-06-2012,Corporate,EMEA,84.75,1,25.41
21-07-2014,Consumer,Africa,168.18,1,15.12
21-03-2011,Corporate,LATAM,38.376,2,-2.584
02-07-2013,Consumer,LATAM,75.44,2,7.52
18-09-2012,Corporate,LATAM,106.272,3,2.652
18-07-2013,Consumer,LATAM,56.76,10,-14.24
25-06-2014,Consumer,LATAM,81.144,7,-42.616
22-12-2012,Home Office,EU,41.985,3,-14.355
08-12-2014,Corporate,EU,78.288,2,-5.892
13-11-2013,Corporate,EU,77.49,7,23.94
02-12-2014,Home Office,APAC,79.47,3,9.45
26-06-2012,Corporate,APAC,68.985,5,3.735
06-09-2012,Home Office,APAC,42.03,3,1.62
04-09-2012,Corporate,APAC,88.884,4,3.924
08-08-2014,Home Office,APAC,55.3605,1,-7.1895
12-07-2013,Consumer,APAC,54.18,2,2.7
20-11-2013,Home Office,APAC,55.86,2,21.78
09-12-2014,Consumer,US,55.98,1,27.4302
02-04-2013,Corporate,US,31.56,5,9.8625
14-05-2012,Home Office,US,47.36,4,17.76
30-11-2011,Consumer,US,62.28,4,29.2716
28-05-2014,Corporate,US,98.16,6,9.816
18-07-2014,Corporate,US,57.9,5,28.95
22-08-2013,Corporate,US,31.984,2,-7.996
18-03-2013,Consumer,Africa,71.67,1,29.37
19-08-2014,Home Office,EMEA,34.056,6,-33.264
03-09-2013,Corporate,Africa,93.18,2,44.7
18-09-2013,Home Office,Africa,49.32,1,5.4
04-10-2013,Consumer,Canada,43.68,4,16.56
19-08-2011,Consumer,EMEA,51.42,1,4.62
26-02-2011,Corporate,LATAM,66.88,2,32.76
01-06-2013,Consumer,LATAM,29.76,4,-15.52
18-04-2012,Consumer,LATAM,50.12436,1,-20.29564
27-11-2014,Home Office,LATAM,60.732,7,-3.108
25-10-2013,Corporate,LATAM,46.56,4,9.76
26-11-2012,Consumer,LATAM,43.84,5,-8.26
18-06-2014,Corporate,EU,125.37,3,0
24-09-2012,Consumer,EU,98.04,4,39.12
17-05-2012,Corporate,EU,62.37,7,11.13
29-12-2014,Consumer,EU,293.22,6,84.96
21-12-2012,Corporate,EU,521.856,4,81.096
04-03-2013,Consumer,APAC,56.34,1,15.75
01-06-2012,Corporate,APAC,20.52,5,5.37
17-09-2013,Consumer,APAC,953.94,10,131.94
15-10-2011,Corporate,APAC,44.76,4,11.52
13-09-2013,Home Office,APAC,59.184,2,-16.776
25-11-2014,Corporate,US,79.1,2,39.55
31-01-2013,Home Office,US,56.7,5,27.783
06-12-2011,Consumer,US,35.168,2,-8.3524
21-04-2014,Corporate,US,51.968,2,10.3936
15-07-2014,Consumer,US,62.04,5,4.653
19-11-2014,Corporate,US,81.36,5,-19.323
04-06-2011,Consumer,US,56.96,2,21.0752
23-09-2013,Consumer,US,97.98,2,27.4344
22-06-2013,Home Office,Africa,49.23,1,19.68
10-12-2013,Corporate,Africa,56.58,1,24.87
22-02-2013,Consumer,Canada,19.02,2,0.72
27-03-2012,Corporate,EMEA,40.248,1,-81.852
21-11-2011,Consumer,EMEA,81.78,1,28.62
06-05-2014,Consumer,LATAM,69.456,3,19.956
31-10-2014,Home Office,LATAM,47.184,3,13.524
21-12-2011,Consumer,EU,107.4,2,0
26-07-2014,Home Office,EU,54.75,5,21.3
25-09-2013,Home Office,EU,65.79,3,14.4
08-03-2013,Home Office,EU,34.56,4,-3.12
24-01-2011,Consumer,EU,54,5,7.5
14-05-2013,Consumer,APAC,109.38,2,3.24
23-04-2011,Home Office,APAC,44.874,2,18.414
12-12-2012,Consumer,APAC,237.84,8,16.56
10-10-2013,Consumer,APAC,64.3314,7,-57.0486
17-03-2014,Corporate,APAC,43.1526,2,-6.5274
31-05-2013,Consumer,APAC,54.36,3,20.07
30-09-2014,Consumer,APAC,42.795,5,9.945
28-03-2012,Consumer,APAC,141.912,3,-7.938
14-10-2013,Consumer,US,76.176,3,26.6616
12-09-2011,Home Office,US,69.99,1,30.0957
22-07-2014,Home Office,US,222.32,7,25.011
30-07-2013,Consumer,Canada,44.22,2,7.92
20-09-2013,Home Office,Africa,28.026,2,-50.454
16-08-2012,Home Office,Africa,110.052,1,-139.428
20-02-2012,Corporate,Africa,169.59,1,33.9
22-01-2012,Corporate,EMEA,56.88,1,0.54
